id,slug,tactic,sub_tactics,name,price,countries,campaign_briefs,isDefault,type,isActive,product_features,publications,languages,radio_stations,categories,quantity,cart_items,regions,new_tab,product_info,product_detail_url,product_image,isTop,order,description,createdAt,updatedAt
111,entrepreneur-ae-blog-article,2,2,Entrepreneur Ae-Blog Article,8190,21,"2,1",false,product,true,"[{""id"":377,""key"":""type"",""value"":""Blog article""},{""id"":378,""key"":""Country "",""value"":""United Arab Emirates""},{""id"":382,""key"":""Topic / Industry"",""value"":""Business""},{""id"":379,""key"":""Totaly Monthly Visits"",""value"":""22.07M""},{""id"":380,""key"":""Country Rank "",""value"":""4,863""},{""id"":381,""key"":""Content Length "",""value"":""Max.500 words""}]",56,2,,73,0,,,true,null,null,null,true,0,null,2023-12-22T13:29:34.551Z,
186,basic_pr_india,1,,PR Distribution - India Basic package,1050,14,"2,1",true,product,true,"[{""id"":818,""key"":""Translation of the English press release into Hindi"",""value"":""false""},{""id"":817,""key"":""Sending to targeted media lists"",""value"":null},{""id"":819,""key"":""Distributing to press via partnered websites"",""value"":null},{""id"":821,""key"":""\""Distributing to the press via India's leading news agencies  (ANI, PTI, UNI or  IANS)\"""",""value"":""false""},{""id"":820,""key"":""Total online coverage guarantee"",""value"":"" 50+""},{""id"":822,""key"":""Coverage report"",""value"":null}]",,,,,0,,3,true,null,null,null,true,0,null,2023-12-22T17:19:20.783Z,
180,basic_pr_malaysia,1,,Basic - Malaysia,1350,27,"2,1,3",false,product,true,"[{""id"":773,""key"":""Translation of the English press release into Malay"",""value"":""false""},{""id"":774,""key"":""Sending to targeted media lists"",""value"":null},{""id"":775,""key"":""Distributing to press via partnered websites"",""value"":null},{""id"":777,""key"":""Guaranteed coverage on the leading regional news portals"",""value"":""false""},{""id"":776,""key"":""Total online coverage guarantee"",""value"":"" 5+""},{""id"":778,""key"":""Coverage report"",""value"":null}]",,,,,0,,3,true,null,null,null,true,0,null,2023-12-22T17:07:21.426Z,
75,arabic_middle_east_pr,1,,Arabic Middle East,1950,16,"2,1",false,product,true,"[{""id"":242,""key"":""Distribution languages"",""value"":"" Arabic, English""},{""id"":241,""key"":""Sending to targeted media lists"",""value"":null},{""id"":244,""key"":""Guaranteed coverage on Tier-1 media"",""value"":"" 2 websites""},{""id"":245,""key"":""Total online coverage guarantee via syndicate"",""value"":"" 60+""},{""id"":243,""key"":""Coverage report"",""value"":null}]",,"2,3",,,0,,5,true,null,null,null,true,0,null,2023-12-22T08:59:30.420Z,
95,basic_pr_african_countries,1,,Basic - African Countries,1950,17,"2,1,3",false,product,true,"[{""id"":287,""key"":""Distrbution countries"",""value"":"" Max 5. countries""},{""id"":292,""key"":""Distribution languages"",""value"":"" Arabic, English, French""},{""id"":288,""key"":""Sending to targeted media lists"",""value"":null},{""id"":293,""key"":""Reach to international partners and news agencies (including Bloomberg Terminal, Factiva, Thomson Reuters, Dow Jones)"",""value"":null},{""id"":289,""key"":""Guaranteed coverage on CNBC Africa, Ventures Africa, The Guardian, African News and African Business"",""value"":null},{""id"":290,""key"":""Total online coverage guarantee"",""value"":"" 100+""},{""id"":291,""key"":""Coverage report"",""value"":null}]",,,,,0,"1055,1269",5,true,"Test - Region: MEA // Country: African Countries // Language: English, Arabic, French",null,null,true,0,null,2023-12-22T12:40:28.776Z,
104,basic_pr_saudi_arabia,1,,Basic - Saudi Arabia,3250,19,"2,1,3",false,product,true,"[{""id"":344,""key"":""Distribution languages"",""value"":"" Arabic, English""},{""id"":339,""key"":""Sending to targeted media lists"",""value"":null},{""id"":340,""key"":""Guaranteed coverage on AP, Yahoo! Finance, MENAFN"",""value"":null},{""id"":341,""key"":""Guaranteed coverage in Tier-1 media"",""value"":"" 1""},{""id"":343,""key"":""Total online coverage guarantee"",""value"":"" 20+""},{""id"":342,""key"":""Coverage report"",""value"":null}]",,,,,0,,5,true,Test - Region: MEA // ,null,null,false,0,null,2023-12-22T12:54:16.804Z,
169,extend_pr_russia,1,,Extend - Russia,1350,9,"2,1,3",false,product,true,"[{""id"":704,""key"":""Translation of the English press release into Russian"",""value"":null},{""id"":702,""key"":""Sending to targeted media lists"",""value"":null},{""id"":707,""key"":""Distributing via press via news terminals (Yandex News and Ok.ru)"",""value"":null},{""id"":705,""key"":""Guaranteed coverage on the leading regional news portals"",""value"":""false""},{""id"":703,""key"":""Total online coverage guarantee"",""value"":"" 50+""},{""id"":708,""key"":""Coverage report"",""value"":null}]",,,,,0,965,3,true,null,null,"{""id"":23,""name"":""russia.svg"",""alternativeText"":""Russia."",""caption"":null,""width"":20,""height"":20,""formats"":null,""hash"":""russia_9d506f8158"",""ext"":"".svg"",""mime"":""image/svg+xml"",""size"":0.38,""url"":""https://publsh-cms-staging.s3.amazonaws.com/russia_9d506f8158.svg"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/1"",""createdAt"":""2023-12-19T07:08:40.810Z"",""updatedAt"":""2023-12-22T16:23:35.614Z""}",true,0,null,2023-12-22T16:22:56.008Z,
105,extend_pr_saudi_arabia,1,,Extend - Saudi Arabia,4650,19,"2,1,3",false,product,true,"[{""id"":345,""key"":""Distribution languages"",""value"":"" Arabic, English""},{""id"":346,""key"":""Sending to targeted media lists"",""value"":null},{""id"":347,""key"":""Guaranteed coverage on AP, Yahoo! Finance, MENAFN"",""value"":null},{""id"":348,""key"":""Guaranteed coverage in Tier-1 media"",""value"":"" 2""},{""id"":349,""key"":""Total online coverage guarantee"",""value"":"" 30+""},{""id"":350,""key"":""Coverage report"",""value"":null}]",,,,,0,"909,1001",5,true,Test - Region: MEA // ,null,null,false,0,null,2023-12-22T12:55:29.053Z,
106,super_pr_saudi_arabia,1,,Super - Saudi Arabia,5450,19,"2,1,3",false,product,true,"[{""id"":351,""key"":""Distribution languages"",""value"":"" Arabic, English""},{""id"":352,""key"":""Sending to targeted media lists"",""value"":null},{""id"":353,""key"":""Guaranteed coverage on AP, Yahoo! Finance, MENAFN"",""value"":null},{""id"":356,""key"":""Guaranteed coverage in Tier-1 media"",""value"":"" 3""},{""id"":354,""key"":""Total online coverage guarantee"",""value"":"" 40+""},{""id"":355,""key"":""Coverage report"",""value"":null}]",,,,,0,,5,true,Test - Region: MEA // ,null,null,false,0,null,2023-12-22T12:57:57.737Z,
98,basic_pr_uae,1,,Basic - UAE,2250,21,"2,1,3",false,product,true,"[{""id"":307,""key"":""Distribution languages"",""value"":"" Arabic, English""},{""id"":309,""key"":""Sending to targeted media lists across UAE"",""value"":null},{""id"":308,""key"":""Guaranteed coverage in Tier-1 media"",""value"":"" 1""},{""id"":306,""key"":""Total online coverage guarantee via syndicate"",""value"":"" 80+""},{""id"":310,""key"":""Coverage report"",""value"":null}]",,,,,0,"682,1100,1240",5,true,Test - Region: MENA // ,null,null,true,0,null,2023-12-22T12:49:12.714Z,
100,extend_pr_uae,1,,Extend - UAE,3250,21,"2,1,3",true,product,true,"[{""id"":317,""key"":""Distribution languages"",""value"":"" Arabic, English""},{""id"":318,""key"":""Sending to targeted media lists across UAE"",""value"":null},{""id"":321,""key"":""Guaranteed coverage in Tier-1 media"",""value"":"" 3""},{""id"":319,""key"":""Total online coverage guarantee via syndicate"",""value"":"" 80+""},{""id"":320,""key"":""Coverage report"",""value"":null}]",,,,,0,"766,1132,1153",5,true,Test - Region: MENA // ,null,null,true,0,null,2023-12-22T12:50:12.704Z,
107,basic_pr_iraq,1,,Basic - Iraq,1050,20,"2,1,3",false,product,true,"[{""id"":357,""key"":""Distribution languages"",""value"":"" Arabic, English""},{""id"":358,""key"":""Sending to targeted media lists"",""value"":null},{""id"":360,""key"":""Guaranteed coverage on the leading regional news portals"",""value"":"" 1""},{""id"":361,""key"":""Total online coverage guarantee"",""value"":"" 10+""},{""id"":359,""key"":""Coverage report"",""value"":null}]",,,,,0,,5,true,Test - Region: MEA // ,null,null,false,0,null,2023-12-22T13:00:04.664Z,
73,ceo-middleeast-blog-article,2,2,Ceo Middleeast-Blog article,7150,21,"2,1",false,product,true,"[{""id"":224,""key"":""type "",""value"":""Blog article""},{""id"":226,""key"":""Country "",""value"":""United Arab Emirates""},{""id"":228,""key"":""Topic/ Industry "",""value"":""Entreprenuer/Business""},{""id"":225,""key"":""Totaly Monthly Visits"",""value"":""24.2K""},{""id"":229,""key"":""Country Rank"",""value"":""84,802""},{""id"":227,""key"":""Content Length "",""value"":""Max.500 words""}]",46,2,,69,0,,,true,null,null,null,true,0,null,2023-12-22T08:44:32.877Z,
44,yenicaggazetesi_press_release,2,2,yenicaggazetesi-Press Release,550,2,"2,1",false,product,true,"[{""id"":130,""key"":""type"",""value"":""Blog article""},{""id"":128,""key"":""Country "",""value"":""Turkey""},{""id"":131,""key"":""Language"",""value"":""Turkish""},{""id"":129,""key"":""Topic"",""value"":""General News""},{""id"":132,""key"":""Totaly Monthly Visits"",""value"":""48.4 ""}]",28,1,,63,0,443,,true,null,https://www.publsh.media/about,"{""id"":84,""name"":""yenicaggazetes.png"",""alternativeText"":null,""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_yenicaggazetes_0bb4d8cdae.png"",""hash"":""thumbnail_yenicaggazetes_0bb4d8cdae"",""mime"":""image/png"",""name"":""thumbnail_yenicaggazetes.png"",""path"":null,""size"":8.91,""width"":245,""height"":73}},""hash"":""yenicaggazetes_0bb4d8cdae"",""ext"":"".png"",""mime"":""image/png"",""size"":2.75,""url"":""https://publsh-cms-staging.s3.amazonaws.com/yenicaggazetes_0bb4d8cdae.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-22T12:59:11.286Z"",""updatedAt"":""2023-12-22T12:59:11.286Z""}",true,0,null,2023-12-20T14:19:17.860Z,
108,extend_pr_iraq,1,,Extend - Iraq,1450,20,"2,1,3",false,product,true,"[{""id"":362,""key"":""Distribution languages"",""value"":"" Arabic, English""},{""id"":366,""key"":""Sending to targeted media lists"",""value"":null},{""id"":363,""key"":""Guaranteed coverage on the leading regional news portals"",""value"":"" 2""},{""id"":365,""key"":""Total online coverage guarantee"",""value"":"" 15+""},{""id"":364,""key"":""Coverage report"",""value"":null}]",,,,,0,"700,1232",5,true,Test - Region: MEA // ,null,null,false,0,null,2023-12-22T13:00:58.792Z,
26,karar-blogarticle,2,2,Karar,550,2,,false,product,true,"[{""id"":88,""key"":""type"",""value"":""Blog article""},{""id"":84,""key"":""Country "",""value"":""Turkey""},{""id"":85,""key"":""Language"",""value"":""Turkish""},{""id"":87,""key"":""Topic"",""value"":""General News""},{""id"":86,""key"":""Totaly Monthly Visits"",""value"":""48.4 ""}]",27,1,,63,0,,,true,"# Karar Blog Article

**Lorem ipsum** dolor sit amet, consectetur adipiscing elit. _Sed facilisis_ justo ac orci cursus, in fermentum sapien tristique. <u>Phasellus eget sapien</u> nec lacus volutpat dignissim. 

Fusce eget justo vel augue interdum facilisis. Nulla facilisi. Duis convallis urna ac erat bibendum, vel bibendum libero pharetra. Ut tincidunt mi ac quam varius, id cursus metus mattis. Nunc interdum dui eu lacus congue, eu volutpat sem gravida. Sed gravida nibh vel turpis fringilla, eget hendrerit leo iaculis.",null,"{""id"":83,""name"":""Karar.png"",""alternativeText"":""karar"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_Karar_4e54956206.png"",""hash"":""thumbnail_Karar_4e54956206"",""mime"":""image/png"",""name"":""thumbnail_Karar.png"",""path"":null,""size"":8.56,""width"":245,""height"":73}},""hash"":""Karar_4e54956206"",""ext"":"".png"",""mime"":""image/png"",""size"":2.85,""url"":""https://publsh-cms-staging.s3.amazonaws.com/Karar_4e54956206.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-22T12:39:18.281Z"",""updatedAt"":""2023-12-22T12:52:24.276Z""}",null,0,null,2023-12-19T22:50:13.408Z,
102,logisticsmiddleeast-blog-article,2,2,Logistics Middle East-Blog article,7150,21,"2,1",false,product,true,"[{""id"":327,""key"":""type"",""value"":""Blog article""},{""id"":328,""key"":""Country "",""value"":""United Arab Emirates""},{""id"":331,""key"":""Topic / Industry"",""value"":""Supply Chain""},{""id"":330,""key"":""Totaly Monthly Visits"",""value"":""162.3K""},{""id"":329,""key"":""Country Rank "",""value"":""5,146""},{""id"":332,""key"":""Content Length "",""value"":""Max.500 words""}]",54,2,,74,0,,,true,null,null,null,true,0,null,2023-12-22T12:51:33.249Z,
191,super_pr_spain,1,,Super - Spain,1900,3,"2,1,3",false,product,true,"[{""id"":848,""key"":""Translation of the English press release into Spanish"",""value"":null},{""id"":847,""key"":""Sending to targeted media lists"",""value"":null},{""id"":850,""key"":""Distributing via press via news agency (Iberia News)"",""value"":null},{""id"":849,""key"":""Guaranteed coverage on the leading regional news portals"",""value"":"" 1 website""},{""id"":851,""key"":""Total online coverage guarantee"",""value"":"" 15+""},{""id"":852,""key"":""Coverage report"",""value"":null}]",,,,,0,,1,true,Test - Region - Europe//,null,null,true,0,null,2023-12-22T17:42:57.101Z,
97,edgemiddleeast-blog-article,2,2,Edge Middle east-Blog article,3900,21,"2,1",false,product,true,"[{""id"":300,""key"":""type"",""value"":""Blog article""},{""id"":301,""key"":""Country "",""value"":""United Arab Emirates""},{""id"":303,""key"":""Topic / Industry"",""value"":""Technology""},{""id"":302,""key"":""Totaly Monthly Visits"",""value"":""230.2K""},{""id"":304,""key"":""Country Rank "",""value"":""56,081""},{""id"":305,""key"":""Content Length "",""value"":""Max.500 words""}]",52,2,,64,0,,,true,Edge Middle East ,null,null,true,0,null,2023-12-22T12:45:40.642Z,
189,extend_pr_china,1,,Hong Kong,1150,12,"2,1,3",false,product,true,"[{""id"":835,""key"":""Translation of the English press release into Chinese"",""value"":""false""},{""id"":838,""key"":""Sending to targeted media lists"",""value"":null},{""id"":836,""key"":""Distributing to press via partnered websites"",""value"":null},{""id"":837,""key"":""Guaranteed coverage on the leading regional news portals"",""value"":"" 2+""},{""id"":839,""key"":""Total online coverage guarantee"",""value"":"" 75+""},{""id"":840,""key"":""Coverage report"",""value"":null}]",,,,,0,"987,1230,1337",3,true,null,null,null,true,0,null,2023-12-22T17:24:32.101Z,
64,dha-blog-release,2,2,Dha-Blog Release,1000,2,"2,1",false,product,true,"[{""id"":170,""key"":""type "",""value"":""Blog Release""},{""id"":171,""key"":""Country "",""value"":""Turkey ""},{""id"":174,""key"":""Topic/ Industry "",""value"":""News Agency""},{""id"":172,""key"":""Totaly Monthly Visits"",""value"":""1.2 M""},{""id"":173,""key"":""Country Rank"",""value"":""796""},{""id"":175,""key"":""Content Length "",""value"":""Max. 600 words""}]",38,1,,39,0,,1,true,null,null,"{""id"":87,""name"":""dha.png"",""alternativeText"":null,""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_dha_4537554537.png"",""hash"":""thumbnail_dha_4537554537"",""mime"":""image/png"",""name"":""thumbnail_dha.png"",""path"":null,""size"":7.98,""width"":245,""height"":73}},""hash"":""dha_4537554537"",""ext"":"".png"",""mime"":""image/png"",""size"":4.48,""url"":""https://publsh-cms-staging.s3.amazonaws.com/dha_4537554537.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-22T17:42:37.142Z"",""updatedAt"":""2023-12-22T17:42:37.142Z""}",true,0,null,2023-12-22T07:49:34.118Z,
96,campaignme-blog-article,2,2,Campaign Me-Blog article,7150,21,"2,1",false,product,true,"[{""id"":296,""key"":""type"",""value"":""Blog article""},{""id"":295,""key"":""Country "",""value"":""United Arab Emirates""},{""id"":294,""key"":""Topic / Industry"",""value"":""Advertising/Media/Marketing/PR""},{""id"":297,""key"":""Totaly Monthly Visits"",""value"":""168.4K""},{""id"":298,""key"":""Country Rank "",""value"":""22,155""},{""id"":299,""key"":""Content Length "",""value"":""Max.500 words""}]",51,2,,72,0,,,true,null,null,"{""id"":72,""name"":""Campaign ME.png"",""alternativeText"":""Campaign ME"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_Campaign_ME_ab38ac7a52.png"",""hash"":""thumbnail_Campaign_ME_ab38ac7a52"",""mime"":""image/png"",""name"":""thumbnail_Campaign ME.png"",""path"":null,""size"":15.24,""width"":245,""height"":73}},""hash"":""Campaign_ME_ab38ac7a52"",""ext"":"".png"",""mime"":""image/png"",""size"":9.79,""url"":""https://publsh-cms-staging.s3.amazonaws.com/Campaign_ME_ab38ac7a52.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-19T13:38:16.845Z"",""updatedAt"":""2023-12-22T17:35:12.453Z""}",true,0,null,2023-12-22T12:43:41.650Z,
99,gulfbusiness-blog-article,2,2,Gulf Business-Blog article,4940,21,"2,1",false,product,true,"[{""id"":311,""key"":""type"",""value"":""Blog article""},{""id"":315,""key"":""Country "",""value"":""United Arab Emirates""},{""id"":312,""key"":""Topic / Industry"",""value"":""Business""},{""id"":313,""key"":""Totaly Monthly Visits"",""value"":""961.9K""},{""id"":316,""key"":""Country Rank "",""value"":""2,691""},{""id"":314,""key"":""Content Length "",""value"":""Max.500 words""}]",5,2,,73,0,,,true,null,null,"{""id"":40,""name"":""Gulf Business.png"",""alternativeText"":""Gulf Business"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_Gulf_Business_31a7d39433.png"",""hash"":""thumbnail_Gulf_Business_31a7d39433"",""mime"":""image/png"",""name"":""thumbnail_Gulf Business.png"",""path"":null,""size"":6.98,""width"":245,""height"":73}},""hash"":""Gulf_Business_31a7d39433"",""ext"":"".png"",""mime"":""image/png"",""size"":2.47,""url"":""https://publsh-cms-staging.s3.amazonaws.com/Gulf_Business_31a7d39433.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-19T13:38:15.168Z"",""updatedAt"":""2023-12-21T09:30:16.718Z""}",true,0,null,2023-12-22T12:49:51.899Z,
118,gulftoday-blog-article,2,2,Gulf Today-Blog Article,845,21,"2,1",false,product,true,"[{""id"":415,""key"":""type"",""value"":""Blog article""},{""id"":417,""key"":""Country "",""value"":""United Arab Emirates""},{""id"":418,""key"":""Topic / Industry"",""value"":""General News""},{""id"":416,""key"":""Totaly Monthly Visits"",""value"":""4.9M""},{""id"":420,""key"":""Country Rank "",""value"":""1,725""},{""id"":419,""key"":""Content Length "",""value"":""Max.500 words""}]",60,3,,63,0,,,true,null,null,"{""id"":37,""name"":""Gulf_Today.png"",""alternativeText"":""Gulf Today"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_Gulf_Today_a1f492cb6a.png"",""hash"":""thumbnail_Gulf_Today_a1f492cb6a"",""mime"":""image/png"",""name"":""thumbnail_Gulf_Today.png"",""path"":null,""size"":4.63,""width"":245,""height"":73}},""hash"":""Gulf_Today_a1f492cb6a"",""ext"":"".png"",""mime"":""image/png"",""size"":2.36,""url"":""https://publsh-cms-staging.s3.amazonaws.com/Gulf_Today_a1f492cb6a.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-19T13:38:12.412Z"",""updatedAt"":""2023-12-21T09:30:41.815Z""}",false,0,null,2023-12-22T13:36:17.657Z,
103,hotelnewsme-blog-article,2,2,Hotel News Me-Blog article,5590,21,"2,1",false,product,true,"[{""id"":333,""key"":""type"",""value"":""Blog article""},{""id"":335,""key"":""Country "",""value"":""United Arab Emirates""},{""id"":334,""key"":""Topic / Industry"",""value"":""Hospitality""},{""id"":338,""key"":""Totaly Monthly Visits"",""value"":""90.3K""},{""id"":336,""key"":""Country Rank "",""value"":""26,476""},{""id"":337,""key"":""Content Length "",""value"":""Max.500 words""}]",55,2,,71,0,,,true,null,null,null,true,0,null,2023-12-22T12:54:05.511Z,
92,hoteliermiddleeast-blog-article,2,2,Hotelier middleeast-Blog article,7280,21,"2,1",false,product,true,"[{""id"":268,""key"":""type"",""value"":""Blog article""},{""id"":269,""key"":""Country "",""value"":""United Arab Emirates""},{""id"":271,""key"":""Topic / Industry"",""value"":""Hospitality""},{""id"":270,""key"":""Totaly Monthly Visits"",""value"":""223.8K""},{""id"":273,""key"":""Country Rank "",""value"":""3,346""},{""id"":272,""key"":""Content Length "",""value"":""Max.500 words""}]",49,2,,71,0,,,true,null,null,"{""id"":41,""name"":""Hotelier Middle East.png"",""alternativeText"":""Hotelier Middle East"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_Hotelier_Middle_East_9e31911de3.png"",""hash"":""thumbnail_Hotelier_Middle_East_9e31911de3"",""mime"":""image/png"",""name"":""thumbnail_Hotelier Middle East.png"",""path"":null,""size"":9.05,""width"":245,""height"":73}},""hash"":""Hotelier_Middle_East_9e31911de3"",""ext"":"".png"",""mime"":""image/png"",""size"":2.76,""url"":""https://publsh-cms-staging.s3.amazonaws.com/Hotelier_Middle_East_9e31911de3.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-19T13:38:15.615Z"",""updatedAt"":""2023-12-21T09:30:10.650Z""}",true,0,null,2023-12-22T12:31:13.143Z,
172,extend_pr_azerbaijan,1,,Extend - Azerbaijan,2450,10,"2,1,3",false,product,true,"[{""id"":728,""key"":""Translation of the English press release into Dutch"",""value"":null},{""id"":722,""key"":""Sending to targeted media lists"",""value"":null},{""id"":726,""key"":""Distributing to press via news agency (trend.az)"",""value"":null},{""id"":724,""key"":""Distributing to press via news agency (day.az)"",""value"":null},{""id"":727,""key"":""Distributing to press via news agency (azertag.az)"",""value"":""false""},{""id"":723,""key"":""Total online coverage guarantee"",""value"":"" 5+""},{""id"":725,""key"":""Coverage report"",""value"":null}]",,,,,0,,3,true,null,null,"{""id"":22,""name"":""azerbaijan.svg"",""alternativeText"":""Azerbaijan"",""caption"":null,""width"":20,""height"":20,""formats"":null,""hash"":""azerbaijan_1833205637"",""ext"":"".svg"",""mime"":""image/svg+xml"",""size"":0.9,""url"":""https://publsh-cms-staging.s3.amazonaws.com/azerbaijan_1833205637.svg"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/1"",""createdAt"":""2023-12-19T07:08:40.806Z"",""updatedAt"":""2023-12-20T17:43:20.353Z""}",true,0,null,2023-12-22T16:29:42.297Z,
77,me_north_africa_pr,1,,ME & North Africa,2650,16,"2,1",false,product,true,"[{""id"":251,""key"":""Distribution languages"",""value"":"" Arabic, English, French""},{""id"":252,""key"":""Sending to targeted media lists"",""value"":null},{""id"":253,""key"":""Guaranteed coverage on Tier-1 media"",""value"":"" 3 websites""},{""id"":255,""key"":""Total online coverage guarantee via syndicate"",""value"":"" 60+""},{""id"":254,""key"":""Coverage report"",""value"":null}]",,"2,3",,,0,,5,true,null,null,null,true,0,null,2023-12-22T09:20:06.821Z,
175,extend_pr_indonesia,1,,Extend - Indonesia,1950,11,"2,1,3",false,product,true,"[{""id"":742,""key"":""Translation of the English press release into Indonesian (Bahasa)"",""value"":null},{""id"":744,""key"":""Sending to targeted media lists"",""value"":null},{""id"":745,""key"":""Distributing to press via partnered websites"",""value"":null},{""id"":746,""key"":""Distributing via press via news agency (ANTARA)"",""value"":""false""},{""id"":743,""key"":""Total online coverage guarantee"",""value"":"" 10+""},{""id"":747,""key"":""Coverage report"",""value"":null}]",,,,,0,,3,true,null,null,"{""id"":15,""name"":""indonesia.svg"",""alternativeText"":""Indonesia"",""caption"":null,""width"":20,""height"":20,""formats"":null,""hash"":""indonesia_8f37e80e67"",""ext"":"".svg"",""mime"":""image/svg+xml"",""size"":0.39,""url"":""https://publsh-cms-staging.s3.amazonaws.com/indonesia_8f37e80e67.svg"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/1"",""createdAt"":""2023-12-19T07:08:40.718Z"",""updatedAt"":""2023-12-20T17:44:30.747Z""}",true,0,null,2023-12-22T16:32:14.847Z,
62,donanimhaber-press-release,2,2,Donanimhaber-Press Release,850,2,"2,1",false,product,true,[],37,1,,64,0,,1,true,null,null,"{""id"":88,""name"":""DH.png"",""alternativeText"":""Donanimhaber"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_DH_6b1009a4c1.png"",""hash"":""thumbnail_DH_6b1009a4c1"",""mime"":""image/png"",""name"":""thumbnail_DH.png"",""path"":null,""size"":7.89,""width"":245,""height"":73}},""hash"":""DH_6b1009a4c1"",""ext"":"".png"",""mime"":""image/png"",""size"":2.67,""url"":""https://publsh-cms-staging.s3.amazonaws.com/DH_6b1009a4c1.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-22T17:47:26.385Z"",""updatedAt"":""2023-12-22T17:48:54.310Z""}",true,0,null,2023-12-22T07:44:42.676Z,
71,constructionweekonline-blog-article,2,2,Construction Week Online-Blog article,4680,21,"2,1",false,product,true,"[{""id"":212,""key"":""type"",""value"":""Blog article""},{""id"":213,""key"":""Country"",""value"":""United Arab Emirates""},{""id"":214,""key"":""Topic/ Industry"",""value"":""Real Estate/Developer""},{""id"":215,""key"":""Totaly Monthly Visits"",""value"":""627.2K""},{""id"":216,""key"":""Country Rank"",""value"":""2,753""},{""id"":217,""key"":""Content Length"",""value"":""Max.500 words""}]",20,2,,50,0,,,true,null,null,"{""id"":45,""name"":""Construction Week Online.png"",""alternativeText"":""Construction Week Online"",""caption"":null,""width"":400,""height"":120,""formats"":{""thumbnail"":{""ext"":"".png"",""url"":""https://publsh-cms-staging.s3.amazonaws.com/thumbnail_Construction_Week_Online_3eb302062a.png"",""hash"":""thumbnail_Construction_Week_Online_3eb302062a"",""mime"":""image/png"",""name"":""thumbnail_Construction Week Online.png"",""path"":null,""size"":7.64,""width"":245,""height"":73}},""hash"":""Construction_Week_Online_3eb302062a"",""ext"":"".png"",""mime"":""image/png"",""size"":5.31,""url"":""https://publsh-cms-staging.s3.amazonaws.com/Construction_Week_Online_3eb302062a.png"",""previewUrl"":null,""provider"":""aws-s3"",""provider_metadata"":null,""folderPath"":""/2"",""createdAt"":""2023-12-19T13:38:15.918Z"",""updatedAt"":""2023-12-21T09:29:33.724Z""}",true,0,null,2023-12-22T08:34:44.410Z,
184,super_pr_pakistan,1,,Super - Pakistan,1950,13,"2,1,3",false,product,true,"[{""id"":801,""key"":""Translation of the English press release into Urdu"",""value"":null},{""id"":799,""key"":""Sending to targeted media lists"",""value"":null},{""id"":800,""key"":""Distributing to press via partnered websites"",""value"":null},{""id"":798,""key"":""Distributing to press via news agency (Associated Press of Pakistan)"",""value"":null},{""id"":804,""key"":""Guaranteed coverage on the leading regional news portals"",""value"":"" 1""},{""id"":803,""key"":""Total online coverage guarantee"",""value"":"" 15+""},{""id"":802,""key"":""Coverage report"",""value"":null}]",,,,,0,,3,true,null,null,null,true,0,null,2023-12-22T17:15:10.668Z,
